Genus,Species,Subspecies,Family,Order,Common_Name,Name_In_Tree,Sampled,DNA_In_Tree,Extinct_Extant,Status_Species,DAISIE_Status_Species,Remove_Species
Mantella,bernhardi,None,Mantellidae,Anura,None,Mantella_bernhardi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,betsileo,None,Mantellidae,Anura,None,Mantella_betsileo,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,cowanii,None,Mantellidae,Anura,Harlequin Mantella,Mantella_cowanii,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,crocea,None,Mantellidae,Anura,None,Mantella_crocea,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,ebenaui,None,Mantellidae,Anura,None,Mantella_ebenaui,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,expectata,None,Mantellidae,Anura,Blue-legged mantella,Mantella_expectata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,haraldmeieri,None,Mantellidae,Anura,None,Mantella_haraldmeieri,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,laevigata,None,Mantellidae,Anura,Malagasy Climbing Mantella,Mantella_laevigata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,madagascariensis,None,Mantellidae,Anura,None,Mantella_madagascariensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,manery,None,Mantellidae,Anura,None,Mantella_manery,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,milotympanum,None,Mantellidae,Anura,None,Mantella_milotympanum,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,nigricans,None,Mantellidae,Anura,None,Mantella_nigricans,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,pulchra,None,Mantellidae,Anura,None,Mantella_pulchra,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantella,viridis,None,Mantellidae,Anura,None,Mantella_viridis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantidactylus,aerumnalis,None,Mantellidae,Anura,None,Mantidactylus_aerumnalis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantidactylus,albofrenatus,None,Mantellidae,Anura,None,Mantidactylus_albofrenatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantidactylus,alutus,None,Mantellidae,Anura,None,Mantidactylus_alutus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantidactylus,ambohimitombi,None,Mantellidae,Anura,None,Mantidactylus_ambohimitombi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Mantidactylus,ambony,None,Mantellidae,Anura,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Mantidactylus,ambreensis,None,Mantellidae,Anura,None,Mantidactylus_ambreensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantidactylus,argenteus,None,Mantellidae,Anura,None,Mantidactylus_argenteus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mantidactylus,atsimo,None,Mantellidae,Anura,None,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Mantidactylus,bellyi,None,Mantellidae,Anura,None,Mantidactylus_bellyi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
