Name,Data,Genes
Pseudophilautus nemus,0,0
Pseudophilautus newtonjayawardanei,0,0
Pseudophilautus ocularis,1,2
Pseudophilautus oxyrhynchus,0,0
Pseudophilautus papillosus,1,2
Pseudophilautus pardus,0,0
Pseudophilautus pleurotaenia,1,2
Pseudophilautus poppiae,1,5
Pseudophilautus popularis,1,2
Pseudophilautus procax,0,0
Pseudophilautus puranappu,0,0
Pseudophilautus regius,0,0
Pseudophilautus reticulatus,1,5
Pseudophilautus rugatus,0,0
Pseudophilautus rus,0,0
Pseudophilautus sahai,0,0
Pseudophilautus samarakoon,0,0
Pseudophilautus sarasinorum,1,4
Pseudophilautus schmarda,1,6
Pseudophilautus schneideri,1,2
Pseudophilautus semiruber,0,0
Pseudophilautus shillongensis,0,0
Pseudophilautus silus,0,0
Pseudophilautus silvaticus,0,0
Pseudophilautus simba,1,5
Pseudophilautus singu,0,0
Pseudophilautus sirilwijesundarai,0,0
Pseudophilautus sordidus,0,0
Pseudophilautus steineri,1,2
Pseudophilautus stellatus,1,2
Pseudophilautus stictomerus,0,0
Pseudophilautus stuarti,1,5
Pseudophilautus tanu,1,2
Pseudophilautus temporalis,0,0
Pseudophilautus terebrans,0,0
Pseudophilautus variabilis,0,0
Pseudophilautus viridis,0,0
Pseudophilautus wynaadensis,1,10
Pseudophilautus zal,0,0
Pseudophilautus zimmeri,0,0
Pseudophilautus zorro,1,5
Raorchestes agasthyaensis,0,0
Raorchestes akroparallagi,1,2
Raorchestes anili,1,2
Raorchestes beddomii,1,2
Raorchestes bobingeri,1,2
Raorchestes bombayensis,1,2
Raorchestes charius,1,7
Raorchestes chlorosomma,1,2
Raorchestes chotta,1,2
Raorchestes chromasynchysi,1,2
Raorchestes coonoorensis,1,2
Raorchestes crustai,0,0
Raorchestes dubois,1,2
Raorchestes ghatei,1,1
Raorchestes glandulosus,1,2
Raorchestes graminirupes,1,2
Raorchestes griet,1,4
Raorchestes gryllus,1,6
Raorchestes jayarami,1,2
Raorchestes johnceei,0,0
Raorchestes kadalarensis,0,0
Raorchestes kaikatti,1,2
Raorchestes kakachi,0,0
Raorchestes longchuanensis,1,6
Raorchestes luteolus,1,2
Raorchestes manohari,0,0
Raorchestes marki,1,2
Raorchestes menglaensis,1,7
Raorchestes munnarensis,1,2
Raorchestes nerostagona,1,2
Raorchestes ochlandrae,0,0
Raorchestes parvulus,0,0
Raorchestes ponmudi,1,2
Raorchestes ravii,0,0
Raorchestes resplendens,1,1
Raorchestes signatus,1,7
Raorchestes sushili,1,2
Raorchestes theuerkaufi,0,0
Raorchestes thodai,0,0
Raorchestes tinniens,1,4
Raorchestes travancoricus,1,2
Raorchestes tuberohumerus,1,2
Raorchestes uthamani,0,0
Rhacophorus achantharrhena,0,0
Rhacophorus angulirostris,1,5
Rhacophorus annamensis,1,6
Rhacophorus arboreus,1,3
Rhacophorus arvalis,0,0
Rhacophorus aurantiventris,0,0
Rhacophorus baluensis,1,4
Rhacophorus barisani,0,0
Rhacophorus belalongensis,1,4
Rhacophorus bifasciatus,0,0
Rhacophorus bimaculatus,1,2
Rhacophorus bipunctatus,1,8
Rhacophorus borneensis,1,2
Rhacophorus burmanus,1,5
Rhacophorus calcadensis,1,1
Rhacophorus calcaneus,1,8
Rhacophorus catamitus,0,0
Rhacophorus chenfui,1,7
Rhacophorus chuyangsinensis,1,2
Rhacophorus cyanopunctatus,1,5
Rhacophorus dennysi,1,9
Rhacophorus depressus,0,0
Rhacophorus dorsoviridis,1,2
Rhacophorus duboisi,1,2
Rhacophorus dugritei,1,7
Rhacophorus dulitensis,1,8
Rhacophorus edentulus,0,0
Rhacophorus exechopygus,1,1
Rhacophorus fasciatus,1,5
Rhacophorus feae,1,6
Rhacophorus gadingensis,1,5
Rhacophorus gauni,1,8
Rhacophorus georgii,0,0
Rhacophorus harrissoni,1,5
Rhacophorus helenae,1,1
Rhacophorus hoanglienensis,0,0
Rhacophorus hongchibaensis,1,4
Rhacophorus hui,1,6
Rhacophorus hungfuensis,1,4
Rhacophorus jarujini,0,0
Rhacophorus kio,1,6
Rhacophorus laoshan,0,0
Rhacophorus lateralis,1,3
Rhacophorus malabaricus,1,9
Rhacophorus margaritifer,0,0
Rhacophorus marmoridorsum,0,0
Rhacophorus maximus,1,6
Rhacophorus minimus,1,6
Rhacophorus modestus,0,0
Rhacophorus moltrechti,1,4
Rhacophorus monticola,1,2
Rhacophorus nigropalmatus,1,8
Rhacophorus nigropunctatus,1,7
Rhacophorus norhayatii,1,9
Rhacophorus notater,0,0
Rhacophorus omeimontis,1,6
Rhacophorus orlovi,1,3
Rhacophorus owstoni,0,0
Rhacophorus pardalis,1,8
Rhacophorus penanorum,1,5
Rhacophorus poecilonotus,0,0
Rhacophorus prasinatus,0,0
Rhacophorus prominanus,0,0
Rhacophorus pseudacutirostris,0,0
Rhacophorus pseudomalabaricus,1,1
Rhacophorus puerensis,1,4
Rhacophorus reinwardtii,1,8
Rhacophorus rhodopus,1,6
Rhacophorus robertingeri,0,0
Rhacophorus robinsonii,0,0
Rhacophorus rufipes,1,5
Rhacophorus schlegelii,1,6
Rhacophorus spelaeus,0,0
Rhacophorus subansiriensis,0,0
Rhacophorus suffry,0,0
Rhacophorus taipeianus,0,0
Rhacophorus translineatus,1,2
Rhacophorus tuberculatus,0,0
Rhacophorus turpes,0,0
Rhacophorus vampyrus,1,1
Rhacophorus verrucopus,1,2
Rhacophorus viridis,0,0
Rhacophorus wui,1,4
Rhacophorus yinggelingensis,0,0
Taruga eques,1,5
Taruga fastigo,1,5
Taruga longinasus,1,5
Theloderma andersoni,0,0
Theloderma asperum,1,7
Theloderma bambusicolum,0,0
Theloderma bicolor,1,3
Theloderma chuyangsinense,0,0
Theloderma corticale,1,6
Theloderma gordoni,1,1
Theloderma horridum,0,0
Theloderma kwangsiense,0,0
Theloderma laeve,0,0
Theloderma lateriticum,0,0
Theloderma leporosum,1,2
Theloderma licin,0,0
Theloderma moloch,1,6
Theloderma nagalandense,0,0
Theloderma nebulosum,1,1
Theloderma palliatum,1,1
Theloderma phrynoderma,0,0
Theloderma rhododiscus,1,8
Theloderma ryabovi,0,0
Theloderma stellatum,1,1
Theloderma truongsonense,1,1
Insuetophrynus acarpicus,1,6
Rhinoderma darwinii,1,12
Rhinoderma rufum,0,0
Rhinophrynus dorsalis,1,13
Scaphiopus couchii,1,8
Scaphiopus holbrookii,1,9
Scaphiopus hurterii,1,8
Spea bombifrons,1,6
Spea hammondii,1,5
Spea intermontana,1,2
Spea multiplicata,1,8
Sechellophryne gardineri,1,2
Sechellophryne pipilodryas,1,2
Sooglossus sechellensis,1,12
Sooglossus thomasseti,1,14
Barycholos pulcher,1,4
Barycholos ternetzi,1,7
Bryophryne abramalagae,0,0
Bryophryne bustamantei,0,0
Bryophryne cophites,1,4
Bryophryne flammiventris,0,0
Bryophryne gymnotis,0,0
Bryophryne hanssaueri,0,0
Bryophryne nubilosus,0,0
Bryophryne zonalis,0,0
Euparkerella brasiliensis,1,6
Euparkerella cochranae,1,2
Euparkerella robusta,1,2
Euparkerella tridactyla,1,2
Holoaden bradei,1,6
Holoaden luederwaldti,1,4
Holoaden pholeter,0,0
Holoaden suarezi,0,0
Noblella bilineata,1,4
Noblella carrascoicola,0,0
Noblella coloma,0,0
Noblella duellmani,0,0
Noblella heyeri,1,2
Noblella lochites,1,4
Noblella lynchi,0,0
Noblella myrmecoides,1,2
Noblella personina,0,0
Noblella peruviana,1,2
Noblella pygmaea,0,0
Noblella ritarasquinae,0,0
Psychrophrynella adenopleura,0,0
Psychrophrynella ankohuma,0,0
Psychrophrynella bagrecito,0,0
Psychrophrynella boettgeri,0,0
Psychrophrynella chacaltaya,0,0
Psychrophrynella condoriri,0,0
Psychrophrynella guillei,0,0
Psychrophrynella harveyi,0,0
Psychrophrynella iani,0,0
Psychrophrynella iatamasi,1,2
Psychrophrynella illampu,0,0
Psychrophrynella illimani,0,0
Psychrophrynella kallawaya,0,0
Psychrophrynella katantika,0,0
Psychrophrynella kempffi,0,0
Psychrophrynella pinguis,0,0
Psychrophrynella quimsacruzis,0,0
Psychrophrynella saltator,0,0
Psychrophrynella usurpator,0,0
Psychrophrynella wettsteini,1,11
Atopophrynus syntomopus,0,0
Hypodactylus adercus,0,0
Hypodactylus araiodactylus,0,0
Hypodactylus babax,0,0
Hypodactylus brunneus,1,12
Hypodactylus dolops,1,5
Hypodactylus elassodiscus,1,2
Hypodactylus fallaciosus,0,0
Hypodactylus latens,0,0
Hypodactylus lucida,0,0
Hypodactylus mantipus,0,0
Hypodactylus nigrovittatus,0,0
Hypodactylus peraccai,1,4
Lynchius flavomaculatus,1,4
Lynchius nebulanastes,1,3
Lynchius parkeri,1,2
Lynchius simmonsi,1,4
Oreobates amarakaeri,0,0
Oreobates ayacucho,1,4
Oreobates barituensis,1,4
Oreobates choristolemma,1,4
Oreobates crepitans,0,0
Oreobates cruralis,1,5
Oreobates discoidalis,1,5
Oreobates gemcare,1,3
Oreobates granulosus,1,4
Oreobates heterodactylus,1,5
Oreobates ibischi,1,2
Oreobates lehri,1,3
Oreobates lundbergi,1,4
Oreobates machiguenga,1,4
Oreobates madidi,1,4
Oreobates pereger,1,4
Oreobates quixensis,1,8
Oreobates remotus,1,2
Oreobates sanctaecrucis,1,4
Oreobates sanderi,1,2
Oreobates saxatilis,1,4
Oreobates zongoensis,0,0
Phrynopus auriculatus,0,0
Phrynopus badius,0,0
Phrynopus barthlenae,1,2
Phrynopus bracki,1,12
Phrynopus bufoides,1,2
Phrynopus curator,0,0
Phrynopus dagmarae,0,0
Phrynopus heimorum,1,2
Phrynopus horstpauli,1,2
Phrynopus interstinctus,0,0
Phrynopus juninensis,1,2
Phrynopus kauneorum,1,2
Phrynopus kotosh,0,0
Phrynopus lechriorhynchus,0,0
Phrynopus miroslawae,0,0
Phrynopus montium,0,0
Phrynopus nicoleae,0,0
Phrynopus oblivius,0,0
Phrynopus paucari,0,0
Phrynopus peruanus,0,0
Phrynopus pesantesi,1,2
Phrynopus tautzorum,1,2
Phrynopus thompsoni,0,0
Phrynopus tribulosus,0,0
Phrynopus vestigiatus,0,0
Pristimantis aaptus,0,0
Pristimantis abakapa,0,0
Pristimantis academicus,0,0
Pristimantis acatallelus,1,1
Pristimantis acerus,1,2
Pristimantis achatinus,1,6
Pristimantis achuar,1,2
Pristimantis actinolaimus,0,0
Pristimantis actites,1,4
Pristimantis acuminatus,1,2
Pristimantis acutirostris,0,0
Pristimantis adiastolus,0,0
Pristimantis adnus,0,0
Pristimantis aemulatus,0,0
Pristimantis affinis,1,3
Pristimantis alalocophus,0,0
Pristimantis albericoi,0,0
Pristimantis albertus,0,0
Pristimantis almendariz,0,0
Pristimantis altae,1,4
Pristimantis altamazonicus,1,5
Pristimantis altamnis,1,2
Pristimantis amydrotus,0,0
Pristimantis andinognomus,0,0
Pristimantis anemerus,0,0
Pristimantis angustilineatus,1,1
Pristimantis aniptopalmatus,1,2
Pristimantis anolirex,1,2
Pristimantis anotis,0,0
Pristimantis apiculatus,0,0
Pristimantis appendiculatus,1,2
Pristimantis aquilonaris,0,0
Pristimantis ardalonychus,1,2
Pristimantis ardyae,0,0
Pristimantis ashkapara,1,2
Pristimantis atrabracus,0,0
Pristimantis atratus,0,0
Pristimantis aurantiguttatus,0,0
Pristimantis aureolineatus,0,0
Pristimantis aureoventris,1,2
Pristimantis auricarens,0,0
Pristimantis avicuporum,0,0
Pristimantis avius,0,0
Pristimantis bacchus,0,0
Pristimantis baiotis,0,0
Pristimantis balionotus,0,0
Pristimantis bambu,1,1
Pristimantis baryecuus,0,0
Pristimantis batrachites,0,0
Pristimantis bearsei,0,0
Pristimantis bellae,0,0
Pristimantis bellator,0,0
Pristimantis bellona,0,0
Pristimantis bernali,0,0
Pristimantis bicantus,0,0
Pristimantis bicolor,0,0
Pristimantis bicumulus,0,0
Pristimantis bipunctatus,1,4
Pristimantis bisignatus,1,2
Pristimantis bogotensis,1,3
Pristimantis boulengeri,1,2
Pristimantis brevifrons,1,2
Pristimantis bromeliaceus,1,2
Pristimantis buccinator,1,1
Pristimantis buckleyi,1,2
Pristimantis bustamante,0,0
Pristimantis cabrerai,0,0
Pristimantis cacao,0,0
Pristimantis caeruleonotus,0,0
Pristimantis cajamarcensis,1,2
Pristimantis calcaratus,1,1
Pristimantis calcarulatus,1,2
Pristimantis caliginosus,0,0
Pristimantis cantitans,0,0
Pristimantis capitonis,0,0
Pristimantis caprifer,1,2
Pristimantis carlosceroni,0,0
Pristimantis carlossanchezi,0,0
Pristimantis carmelitae,0,0
Pristimantis carranguerorum,1,1
Pristimantis carvalhoi,1,2
Pristimantis caryophyllaceus,1,4
Pristimantis celator,1,2
Pristimantis cerasinus,1,5
Pristimantis ceuthospilus,1,2
Pristimantis chalceus,1,2
Pristimantis charlottevillensis,0,0
Pristimantis chiastonotus,1,3
Pristimantis chimu,0,0
Pristimantis chloronotus,1,2
Pristimantis chrysops,0,0
Pristimantis citriogaster,1,2
Pristimantis colodactylus,0,0
Pristimantis colomai,1,4
Pristimantis colonensis,0,0
Pristimantis colostichos,0,0
Pristimantis condor,1,4
Pristimantis conservatio,1,2
Pristimantis conspicillatus,1,4
Pristimantis cordovae,0,0
Pristimantis corniger,0,0
Pristimantis coronatus,0,0
Pristimantis corrugatus,0,0
Pristimantis cosnipatae,0,0
Pristimantis cremnobates,1,4
Pristimantis crenunguis,1,2
Pristimantis cristinae,0,0
Pristimantis croceoinguinis,1,2
Pristimantis crucifer,1,2
Pristimantis cruciocularis,0,0
Pristimantis cruentus,1,9
Pristimantis cryophilius,1,2
Pristimantis cryptomelas,0,0
Pristimantis cuentasi,0,0
Pristimantis cuneirostris,0,0
Pristimantis curtipes,1,6
Pristimantis danae,1,2
Pristimantis degener,0,0
Pristimantis deinops,0,0
Pristimantis delicatus,0,0
Pristimantis delius,0,0
Pristimantis dendrobatoides,0,0
Pristimantis devillei,1,2
Pristimantis deyi,0,0
Pristimantis diadematus,1,2
Pristimantis diaphonus,0,0
Pristimantis diogenes,0,0
Pristimantis dissimulatus,1,2
Pristimantis divnae,0,0
Pristimantis dorsopictus,0,0
Pristimantis douglasi,0,0
Pristimantis duellmani,1,4
Pristimantis duende,0,0
Pristimantis dundeei,0,0
Pristimantis educatoris,0,0
Pristimantis elegans,1,2
Pristimantis epacrus,0,0
Pristimantis eremitus,0,0
Pristimantis eriphus,1,3
Pristimantis ernesti,0,0
Pristimantis erythropleura,1,3
Pristimantis esmeraldas,0,0
Pristimantis espedeus,0,0
Pristimantis eugeniae,0,0
Pristimantis euphronides,1,4
Pristimantis eurydactylus,0,0
Pristimantis exoristus,0,0
Pristimantis factiosus,0,0
Pristimantis fallax,0,0
Pristimantis farisorum,0,0
Pristimantis fasciatus,0,0
Pristimantis fenestratus,1,3
Pristimantis festae,0,0
Pristimantis fetosus,0,0
Pristimantis flavobracatus,0,0
Pristimantis floridus,0,0
Pristimantis frater,1,3
Pristimantis fraudator,1,1
Pristimantis gagliardoi,0,0
Pristimantis gaigei,1,4
Pristimantis galdi,1,4
Pristimantis ganonotus,0,0
Pristimantis gentryi,1,2
Pristimantis gladiator,0,0
Pristimantis glandulosus,1,2
Pristimantis gracilis,0,0
Pristimantis grandiceps,0,0
Pristimantis gryllus,1,2
Pristimantis guaiquinimensis,0,0
Pristimantis gutturalis,1,3
Pristimantis hamiotae,0,0
Pristimantis hectus,1,1
Pristimantis helvolus,0,0
Pristimantis hernandezi,0,0
Pristimantis huicundo,0,0
Pristimantis hybotragus,0,0
Pristimantis ignicolor,0,0
Pristimantis illotus,0,0
Pristimantis imitatrix,1,2
Pristimantis incanus,0,0
Pristimantis incertus,0,0
Pristimantis incomptus,0,0
Pristimantis infraguttatus,0,0
Pristimantis inguinalis,1,3
Pristimantis insignitus,0,0
Pristimantis inusitatus,1,2
Pristimantis ixalus,0,0
Pristimantis jaimei,0,0
Pristimantis jester,1,2
Pristimantis johannesdei,0,0
Pristimantis jorgevelosai,1,2
Pristimantis juanchoi,1,1
Pristimantis jubatus,1,1
Pristimantis kareliae,0,0
Pristimantis katoptroides,0,0
Pristimantis kelephas,1,1
Pristimantis kichwarum,1,2
Pristimantis kirklandi,0,0
Pristimantis koehleri,1,2
Pristimantis labiosus,1,2
Pristimantis lacrimosus,0,0
Pristimantis lanthanites,1,2
Pristimantis lasalleorum,0,0
Pristimantis lassoalcalai,0,0
Pristimantis laticlavius,0,0
Pristimantis latidiscus,1,2
Pristimantis lemur,0,0
Pristimantis lentiginosus,0,0
Pristimantis leoni,1,4
Pristimantis leptolophus,0,0
Pristimantis leucopus,0,0
Pristimantis leucorrhinus,0,0
Pristimantis librarius,1,4
Pristimantis lichenoides,0,0
Pristimantis lindae,0,0
Pristimantis lirellus,1,2
Pristimantis lividus,0,0
Pristimantis llojsintuta,1,1
Pristimantis loujosti,0,0
Pristimantis loustes,0,0
Pristimantis lucasi,0,0
Pristimantis luscombei,0,0
Pristimantis luteolateralis,1,2
Pristimantis lutitus,1,2
Pristimantis lymani,1,2
Pristimantis lynchi,1,1
Pristimantis lythrodes,0,0
Pristimantis maculosus,0,0
Pristimantis malkini,1,2
Pristimantis marahuaka,0,0
Pristimantis mariaelenae,0,0
Pristimantis marmoratus,1,3
Pristimantis mars,0,0
Pristimantis martiae,1,3
Pristimantis matidiktyo,0,0
Pristimantis mazar,0,0
Pristimantis medemi,0,0
Pristimantis megalops,0,0
Pristimantis melanogaster,1,2
Pristimantis melanoproctus,0,0
Pristimantis memorans,0,0
Pristimantis mendax,0,0
Pristimantis mercedesae,1,4
Pristimantis meridionalis,0,0
Pristimantis merostictus,1,2
Pristimantis metabates,0,0
Pristimantis mindo,1,1
Pristimantis minimus,0,0
Pristimantis minutulus,0,0
Pristimantis miyatai,1,4
Pristimantis mnionaetes,0,0
Pristimantis modipeplus,0,0
Pristimantis molybrignus,0,0
Pristimantis mondolfii,0,0
Pristimantis moro,1,4
Pristimantis muchimuk,0,0
Pristimantis muricatus,0,0
Pristimantis muscosus,0,0
Pristimantis museosus,1,5
Pristimantis myersi,0,0
Pristimantis myops,1,1
Pristimantis nephophilus,0,0
Pristimantis nervicus,1,4
Pristimantis nicefori,1,1
Pristimantis nigrogriseus,0,0
Pristimantis nyctophylax,1,4
Pristimantis obmutescens,0,0
Pristimantis ocellatus,0,0
Pristimantis ockendeni,1,5
Pristimantis ocreatus,1,2
Pristimantis olivaceus,0,0
Pristimantis onorei,0,0
Pristimantis orcesi,1,2
Pristimantis orcus,0,0
Pristimantis orestes,1,2
Pristimantis ornatissimus,0,0
Pristimantis ornatus,0,0
Pristimantis orpacobates,0,0
Pristimantis orphnolaimus,0,0
Pristimantis ortizi,0,0
Pristimantis padiali,0,0
Pristimantis padrecarlosi,0,0
Pristimantis paisa,1,3
Pristimantis palmeri,1,1
Pristimantis paramerus,1,2
Pristimantis pardalinus,0,0
Pristimantis pardalis,1,5
Pristimantis parectatus,0,0
Pristimantis parvillus,1,2
Pristimantis pastazensis,0,0
Pristimantis pataikos,0,0
Pristimantis paulodutrai,0,0
Pristimantis paululus,0,0
Pristimantis pecki,0,0
Pristimantis pedimontanus,0,0
Pristimantis penelopus,0,0
Pristimantis peraticus,0,0
Pristimantis percnopterus,0,0
Pristimantis percultus,0,0
Pristimantis permixtus,1,1
Pristimantis peruvianus,1,5
Pristimantis petersi,0,0
Pristimantis petrobardus,1,2
Pristimantis phalaroinguinis,0,0
Pristimantis phalarus,0,0
Pristimantis pharangobates,0,0
Pristimantis philipi,0,0
Pristimantis phoxocephalus,1,2
Pristimantis phragmipleuron,0,0
Pristimantis piceus,0,0
Pristimantis pinguis,0,0
Pristimantis pirrensis,1,5
Pristimantis platychilus,0,0
Pristimantis platydactylus,1,3
Pristimantis pleurostriatus,1,2
Pristimantis pluvicanorus,1,2
Pristimantis polemistes,0,0
Pristimantis polychrus,0,0
Pristimantis prolatus,1,2
Pristimantis prolixodiscus,0,0
Pristimantis proserpens,0,0
Pristimantis pruinatus,0,0
Pristimantis pseudoacuminatus,0,0
Pristimantis pteridophilus,0,0
Pristimantis ptochus,1,2
Pristimantis pugnax,0,0
Pristimantis pulvinatus,1,2
Pristimantis pycnodermis,1,2
Pristimantis pyrrhomerus,1,2
Pristimantis quantus,1,1
Pristimantis quaquaversus,1,5
Pristimantis quicato,0,0
Pristimantis quinquagesimus,1,2
Pristimantis racemus,0,0
Pristimantis ramagii,1,4
Pristimantis reclusas,0,0
Pristimantis reichlei,1,1
Pristimantis renjiforum,0,0
Pristimantis repens,0,0
Pristimantis restrepoi,0,0
Pristimantis reticulatus,0,0
Pristimantis rhabdocnemus,1,2
Pristimantis rhabdolaemus,1,2
Pristimantis rhodoplichus,1,2
Pristimantis rhodostichus,0,0
Pristimantis ridens,1,5
Pristimantis rivasi,0,0
Pristimantis riveroi,0,0
Pristimantis riveti,1,2
Pristimantis romanorum,0,0
Pristimantis rosadoi,0,0
Pristimantis roseus,0,0
Pristimantis royi,0,0
Pristimantis rozei,1,4
Pristimantis rubicundus,0,0
Pristimantis ruedai,0,0
Pristimantis rufioculis,0,0
Pristimantis ruidus,0,0
Pristimantis ruthveni,0,0
Pristimantis sagittulus,1,4
Pristimantis salaputium,0,0
Pristimantis saltissimus,1,2
Pristimantis samaipatae,1,3
Pristimantis sanctaemartae,0,0
Pristimantis sanguineus,0,0
Pristimantis sarisarinama,0,0
Pristimantis satagius,0,0
Pristimantis savagei,1,4
Pristimantis schultei,1,2
Pristimantis scitulus,0,0
Pristimantis scoloblepharus,0,0
Pristimantis scolodiscus,0,0
Pristimantis scopaeus,0,0
Pristimantis seorsus,0,0
Pristimantis serendipitus,0,0
Pristimantis shrevei,1,2
Pristimantis signifer,0,0
Pristimantis silverstonei,0,0
Pristimantis simonbolivari,1,2
Pristimantis simonsii,1,3
Pristimantis simoteriscus,0,0
Pristimantis simoterus,1,2
Pristimantis siopelus,0,0
Pristimantis sirnigeli,0,0
Pristimantis skydmainos,1,2
Pristimantis sobetes,0,0
Pristimantis spectabilis,0,0
Pristimantis spilogaster,0,0
Pristimantis spinosus,1,2
Pristimantis stenodiscus,0,0
Pristimantis sternothylax,0,0
Pristimantis stictoboubonus,0,0
Pristimantis stictogaster,1,4
Pristimantis stipa,0,0
Pristimantis subsigillatus,1,2
Pristimantis suetus,1,2
Pristimantis sulculus,0,0
Pristimantis supernatis,1,2
Pristimantis surdus,1,2
Pristimantis susaguae,0,0
Pristimantis taciturnus,0,0
Pristimantis taeniatus,1,5
Pristimantis tamsitti,0,0
Pristimantis tantanti,0,0
Pristimantis tanyrhynchus,0,0
Pristimantis tayrona,0,0
Pristimantis telefericus,0,0
Pristimantis tenebrionis,0,0
Pristimantis terraebolivaris,1,2
Pristimantis thectopternus,1,1
Pristimantis thymalopsoides,1,2
Pristimantis thymelensis,1,7
Pristimantis toftae,1,2
Pristimantis torrenticola,0,0
Pristimantis trachyblepharis,0,0
Pristimantis tribulosus,0,0
Pristimantis truebae,1,2
Pristimantis tubernasus,0,0
Pristimantis tungurahua,0,0
Pristimantis turik,0,0
Pristimantis turpinorum,0,0
Pristimantis turumiquirensis,0,0
Pristimantis uisae,0,0
Pristimantis unistrigatus,1,5
Pristimantis uranobates,1,1
Pristimantis urichi,1,4
Pristimantis vanadisae,0,0
Pristimantis variabilis,0,0
Pristimantis veletis,0,0
Pristimantis ventrigranulosus,0,0
Pristimantis ventriguttatus,0,0
Pristimantis ventrimarmoratus,1,1
Pristimantis verecundus,1,2
Pristimantis versicolor,1,4
Pristimantis vertebralis,1,2
Pristimantis vicarius,0,0
Pristimantis vidua,0,0
Pristimantis viejas,1,4
Pristimantis vilarsi,0,0
Pristimantis vilcabambae,0,0
Pristimantis vinhai,0,0
Pristimantis viridicans,0,0
Pristimantis viridis,0,0
Pristimantis w-nigrum,1,5
Pristimantis wagteri,0,0
Pristimantis walkeri,1,4
Pristimantis waoranii,0,0
Pristimantis wiensi,1,2
Pristimantis xeniolum,0,0
Pristimantis xestus,0,0
Pristimantis xylochobates,0,0
Pristimantis yaviensis,0,0
Pristimantis yukpa,1,2
Pristimantis yumbo,0,0
Pristimantis yuruaniensis,1,2
Pristimantis yustizi,0,0
Pristimantis zeuctotylus,1,3
Pristimantis zimmermanae,0,0
Pristimantis zoilae,0,0
Pristimantis zophus,1,4
Dischidodactylus colonnelloi,0,0
Dischidodactylus duidensis,0,0
Geobatrachus walkeri,0,0
Mucubatrachus briceni,0,0
Mucubatrachus culatensis,0,0
Mucubatrachus flabellidiscus,0,0
Mucubatrachus lancinii,0,0
Mucubatrachus peramerus,0,0
Mucubatrachus rhigophilus,0,0
Mucubatrachus thyellus,0,0
Niceforonia adenobrachia,0,0
Niceforonia columbiana,0,0
Niceforonia nana,0,0
Paramophrynella boconoensis,0,0
Paramophrynella ginesi,0,0
Paramophrynella jabonensis,0,0
Strabomantis anatipes,0,0
Strabomantis anomalus,1,3
Strabomantis biporcatus,1,10
Strabomantis bufoniformis,1,5
Strabomantis cadenai,0,0
Strabomantis cerastes,0,0
Strabomantis cheiroplethus,0,0
Strabomantis cornutus,0,0
Strabomantis helonotus,0,0
Strabomantis ingeri,0,0
Strabomantis laticorpus,0,0
Strabomantis necerus,1,3
Strabomantis necopinus,0,0
Strabomantis ruizi,0,0
Strabomantis sulcatus,1,2
Strabomantis zygodactylus,0,0
Batrachophrynus brachydactylus,0,0
Batrachophrynus macrostomus,0,0
Telmatobius arequipensis,0,0
Telmatobius atacamensis,0,0
Telmatobius atahualpai,0,0
Telmatobius bolivianus,1,6
Telmatobius brevipes,0,0
Telmatobius brevirostris,0,0
Telmatobius carrillae,0,0
Telmatobius ceiorum,0,0
Telmatobius chusmisensis,1,2
Telmatobius cirrhacelis,0,0
Telmatobius colanensis,0,0
Telmatobius contrerasi,0,0
Telmatobius culeus,1,2
Telmatobius dankoi,1,2
Telmatobius degener,0,0
Telmatobius edaphonastes,0,0
Telmatobius espadai,1,2
Telmatobius fronteriensis,0,0
Telmatobius gigas,1,2
Telmatobius halli,0,0
Telmatobius hauthali,0,0
Telmatobius hintoni,1,2
Telmatobius hockingi,0,0
Telmatobius huayra,1,2
Telmatobius hypselocephalus,0,0
Telmatobius ignavus,0,0
Telmatobius intermedius,0,0
Telmatobius jelskii,0,0
Telmatobius laevis,0,0
Telmatobius laticeps,0,0
Telmatobius latirostris,0,0
Telmatobius marmoratus,1,3
Telmatobius mayoloi,0,0
Telmatobius mendelsoni,0,0
Telmatobius necopinus,0,0
Telmatobius niger,1,4
Telmatobius oxycephalus,0,0
Telmatobius pefauri,0,0
Telmatobius peruvianus,0,0
Telmatobius philippii,0,0
Telmatobius pinguiculus,0,0
Telmatobius pisanoi,0,0
Telmatobius platycephalus,0,0
Telmatobius punctatus,0,0
Telmatobius rimac,0,0
Telmatobius rubigo,0,0
Telmatobius sanborni,1,2
Telmatobius schreiteri,0,0
Telmatobius scrocchii,0,0
Telmatobius sibiricus,1,4
Telmatobius simonsi,1,3
Telmatobius stephani,0,0
Telmatobius thompsoni,0,0
Telmatobius timens,0,0
Telmatobius truebae,1,5
Telmatobius vellardi,1,5
Telmatobius verrucosus,1,4
Telmatobius vilamensis,1,3
Telmatobius yuracare,1,2
Telmatobius zapahuirensis,1,2
Ambystoma altamirani,0,0
Ambystoma amblycephalum,0,0
Ambystoma andersoni,1,5
Ambystoma annulatum,1,1
Ambystoma barbouri,1,5
Ambystoma bishopi,1,1
Ambystoma bombypellum,0,0
Ambystoma californiense,1,5
Ambystoma cingulatum,1,5
Ambystoma dumerilii,1,5
Ambystoma flavipiperatum,0,0
Ambystoma gracile,1,3
Ambystoma granulosum,0,0
Ambystoma jeffersonianum,1,2
Ambystoma laterale,1,5
Ambystoma leorae,0,0
