Name,Data,Genes
Ptychohyla erythromma,0,0
Ptychohyla euthysanota,1,7
Ptychohyla hypomykter,1,6
Ptychohyla legleri,0,0
Ptychohyla leonhardschultzei,1,7
Ptychohyla macrotympanum,0,0
Ptychohyla panchoi,0,0
Ptychohyla salvadorensis,1,3
Ptychohyla sanctaecrucis,0,0
Ptychohyla spinipollex,1,9
Ptychohyla zophodes,1,9
Smilisca baudinii,1,8
Smilisca cyanosticta,1,9
Smilisca dentata,0,0
Smilisca fodiens,1,9
Smilisca phaeota,1,10
Smilisca puma,1,9
Smilisca sila,1,6
Smilisca sordida,1,5
Tlalocohyla godmani,1,7
Tlalocohyla loquax,1,3
Tlalocohyla picta,1,10
Tlalocohyla smithii,1,9
Triprion petasatus,1,10
Aparasphenodon arapapa,0,0
Aparasphenodon bokermanni,0,0
Aparasphenodon brunoi,1,8
Aparasphenodon pomba,0,0
Aparasphenodon venezolanus,0,0
Argenteohyla siemersi,1,8
Corythomantis galeata,0,0
Corythomantis greeningi,1,8
Dryaderces inframaculatus,0,0
Dryaderces pearsoni,0,0
Itapotihyla langsdorffii,1,9
Nyctimantis rugiceps,1,4
Osteocephalus alboguttatus,1,6
Osteocephalus buckleyi,1,6
Osteocephalus cabrerai,1,9
Osteocephalus cannatellai,1,4
Osteocephalus carri,1,2
Osteocephalus castaneicola,1,3
Osteocephalus deridens,1,5
Osteocephalus duellmani,0,0
Osteocephalus festae,1,3
Osteocephalus fuscifacies,1,5
Osteocephalus germani,1,2
Osteocephalus helenae,0,0
Osteocephalus heyeri,1,2
Osteocephalus leoniae,1,4
Osteocephalus leprieurii,1,9
Osteocephalus mimeticus,1,4
Osteocephalus mutabor,1,5
Osteocephalus oophagus,1,7
Osteocephalus planiceps,1,6
Osteocephalus subtilis,1,2
Osteocephalus taurinus,1,11
Osteocephalus verruciger,1,6
Osteocephalus vilarsi,0,0
Osteocephalus vilmae,1,3
Osteocephalus yasuni,1,5
Osteopilus crucialis,1,6
Osteopilus dominicensis,1,9
Osteopilus marianae,1,5
Osteopilus ocellatus,0,0
Osteopilus pulchrilineatus,1,6
Osteopilus septentrionalis,1,10
Osteopilus vastus,1,8
Osteopilus wilderi,1,5
Phyllodytes acuminatus,0,0
Phyllodytes brevirostris,0,0
Phyllodytes edelmoi,0,0
Phyllodytes gyrinaethes,0,0
Phyllodytes kautskyi,0,0
Phyllodytes luteolus,1,9
Phyllodytes maculosus,0,0
Phyllodytes melanomystax,0,0
Phyllodytes punctatus,0,0
Phyllodytes tuberculosus,0,0
Phyllodytes wuchereri,0,0
Phytotriades auratus,1,6
Tepuihyla aecii,1,3
Tepuihyla celsae,0,0
Tepuihyla edelcae,1,4
Tepuihyla exophthalma,1,3
Tepuihyla galani,0,0
Tepuihyla luteolabris,0,0
Tepuihyla rimarum,0,0
Tepuihyla rodriguezi,1,5
Tepuihyla talbergae,1,3
Trachycephalus atlas,0,0
Trachycephalus coriaceus,1,7
Trachycephalus cunauaru,0,0
Trachycephalus dibernardoi,0,0
Trachycephalus hadroceps,1,6
Trachycephalus helioi,0,0
Trachycephalus imitatrix,1,2
Trachycephalus jordani,1,11
Trachycephalus lepidus,0,0
Trachycephalus mambaiensis,0,0
Trachycephalus mesophaeus,1,7
Trachycephalus nigromaculatus,1,5
Trachycephalus resinifictrix,1,8
Trachycephalus venulosus,1,13
Cyclorana alboguttata,1,3
Cyclorana australis,1,8
Cyclorana brevipes,1,3
Cyclorana cryptotis,1,2
Cyclorana cultripes,1,2
Cyclorana longipes,1,2
Cyclorana maculosa,1,2
Cyclorana maini,1,7
Cyclorana manya,1,6
Cyclorana novaehollandiae,1,2
Cyclorana platycephala,1,1
Cyclorana vagitus,1,2
Cyclorana verrucosa,1,2
Litoria adelaidensis,1,2
Litoria albolabris,0,0
Litoria amboinensis,1,2
Litoria andiirrmalin,1,2
Litoria angiana,1,2
Litoria arfakiana,1,2
Litoria aruensis,0,0
Litoria auae,0,0
Litoria aurea,1,10
Litoria aurifera,0,0
Litoria axillaris,0,0
Litoria barringtonensis,1,2
Litoria becki,0,0
Litoria biakensis,0,0
Litoria bibonius,0,0
Litoria bicolor,1,2
Litoria booroolongensis,1,2
Litoria brevipalmata,1,2
Litoria brongersmai,0,0
Litoria bulmeri,0,0
Litoria burrowsi,1,2
Litoria caerulea,1,13
Litoria callista,0,0
Litoria capitula,0,0
Litoria castanea,0,0
Litoria cavernicola,1,2
Litoria chloris,1,2
Litoria chloristona,0,0
Litoria chloronota,0,0
Litoria chrisdahli,0,0
Litoria christianbergmanni,0,0
Litoria citropa,1,1
Litoria congenita,1,2
Litoria contrastens,0,0
Litoria cooloolensis,0,0
Litoria coplandi,1,2
Litoria corbeni,0,0
Litoria cyclorhyncha,1,2
Litoria dahlii,1,2
Litoria darlingtoni,1,2
Litoria daviesae,1,1
Litoria dayi,1,5
Litoria dentata,1,2
Litoria dorsalis,1,2
Litoria dorsivena,0,0
Litoria dux,1,2
Litoria electrica,1,2
Litoria elkeae,0,0
Litoria eschata,0,0
Litoria eucnemis,1,2
Litoria eurynastes,0,0
Litoria everetti,0,0
Litoria ewingii,1,3
Litoria exophthalmia,1,2
Litoria fallax,1,2
Litoria flavescens,0,0
Litoria freycineti,1,8
Litoria fuscula,0,0
Litoria gasconi,0,0
Litoria genimaculata,1,5
Litoria gilleni,1,2
Litoria gracilenta,1,2
Litoria graminea,0,0
Litoria havina,1,2
Litoria hilli,0,0
Litoria humboldtorum,0,0
Litoria hunti,0,0
Litoria impura,1,2
Litoria inermis,1,4
Litoria infrafrenata,1,7
Litoria iris,1,2
Litoria jervisiensis,1,2
Litoria jeudii,0,0
Litoria jungguy,1,2
Litoria kroombitensis,0,0
Litoria kumae,1,2
Litoria latopalmata,1,2
Litoria lesueurii,1,5
Litoria leucova,1,2
Litoria littlejohni,1,2
Litoria lodesdema,0,0
Litoria longicrus,0,0
Litoria longirostris,1,2
Litoria lorica,0,0
Litoria louisiadensis,0,0
Litoria lutea,0,0
Litoria macki,0,0
Litoria majikthise,1,2
Litoria mareku,0,0
Litoria megalops,0,0
Litoria meiriana,1,8
Litoria microbelos,1,2
Litoria micromembrana,1,2
Litoria modica,1,2
Litoria moorei,1,2
Litoria mucro,0,0
Litoria multicolor,0,0
Litoria multiplica,1,2
Litoria myola,0,0
Litoria mystax,0,0
Litoria nannotis,1,5
Litoria napaea,0,0
Litoria nasuta,1,2
Litoria nigrofrenata,1,2
Litoria nigropunctata,1,2
Litoria nudidigita,1,2
Litoria nyakalensis,1,2
Litoria obtusirostris,0,0
Litoria oenicolen,0,0
Litoria ollauro,0,0
Litoria olongburensis,1,2
Litoria pallida,1,2
Litoria paraewingi,1,2
Litoria pearsoniana,1,2
Litoria peronii,1,2
Litoria personata,1,2
Litoria phyllochroa,1,2
Litoria piperata,0,0
Litoria pratti,0,0
Litoria pronimia,1,2
Litoria prora,1,2
Litoria purpureolata,0,0
Litoria pygmaea,0,0
Litoria quadrilineata,0,0
Litoria raniformis,1,2
Litoria rara,0,0
Litoria revelata,1,2
Litoria rheocola,1,2
Litoria richardsi,0,0
Litoria rivicola,0,0
Litoria robinsonae,0,0
Litoria rothii,1,2
Litoria rubella,1,3
Litoria rubrops,0,0
Litoria sanguinolenta,0,0
Litoria sauroni,0,0
Litoria scabra,0,0
Litoria serrata,1,2
Litoria singadanae,0,0
Litoria spartacus,1,2
Litoria spenceri,1,2
Litoria spinifera,0,0
Litoria splendida,1,2
Litoria staccato,0,0
Litoria subglandulosa,1,2
Litoria thesaurensis,1,2
Litoria timida,0,0
Litoria tornieri,1,2
Litoria tyleri,1,2
Litoria umarensis,0,0
Litoria umbonata,0,0
Litoria vagabunda,0,0
Litoria verae,0,0
Litoria verreauxii,1,2
Litoria viranula,0,0
Litoria vocivincens,0,0
Litoria wapogaensis,0,0
Litoria watjulumensis,1,2
Litoria wilcoxii,1,2
Litoria wisselensis,0,0
Litoria wollastoni,1,2
Litoria xanthomera,1,2
Nyctimystes avocalis,0,0
Nyctimystes bivocalis,0,0
Nyctimystes calcaratus,0,0
Nyctimystes cheesmani,1,2
Nyctimystes cryptochrysos,0,0
Nyctimystes daymani,0,0
Nyctimystes disruptus,0,0
Nyctimystes eucavatus,0,0
Nyctimystes fluviatilis,0,0
Nyctimystes foricula,1,3
Nyctimystes granti,0,0
Nyctimystes gularis,0,0
Nyctimystes humeralis,1,2
Nyctimystes intercastellus,0,0
Nyctimystes kubori,1,8
Nyctimystes kuduki,0,0
Nyctimystes latratus,0,0
Nyctimystes michaeltyleri,0,0
Nyctimystes montanus,0,0
Nyctimystes narinosus,1,7
Nyctimystes obsoletus,0,0
Nyctimystes oktediensis,0,0
Nyctimystes papua,1,2
Nyctimystes perimetri,0,0
Nyctimystes persimilis,0,0
Nyctimystes pulcher,1,12
Nyctimystes rueppelli,0,0
Nyctimystes semipalmatus,1,2
Nyctimystes trachydermis,0,0
Nyctimystes traunae,0,0
Nyctimystes zweifeli,1,2
Agalychnis annae,1,7
Agalychnis callidryas,1,13
Agalychnis hulli,1,6
Agalychnis lemur,1,8
Agalychnis moreletii,1,7
Agalychnis saltator,1,6
Agalychnis spurrelli,1,6
Agalychnis terranova,1,1
Cruziohyla calcarifer,1,9
Cruziohyla craspedopus,0,0
Hylomantis aspera,1,4
Hylomantis buckleyi,0,0
Hylomantis danieli,0,0
Hylomantis granulosa,1,10
Hylomantis medinae,0,0
Hylomantis psilopygion,0,0
Pachymedusa dacnicolor,1,10
Phasmahyla cochranae,1,8
Phasmahyla cruzi,1,3
Phasmahyla exilis,1,8
Phasmahyla guttata,1,8
Phasmahyla jandaia,1,7
Phasmahyla spectabilis,0,0
Phasmahyla timbo,0,0
Phrynomedusa appendiculata,0,0
Phrynomedusa bokermanni,0,0
Phrynomedusa fimbriata,0,0
Phrynomedusa marginata,1,6
Phrynomedusa vanzolinii,0,0
Phyllomedusa araguari,1,5
Phyllomedusa atelopoides,1,1
Phyllomedusa ayeaye,1,9
Phyllomedusa azurea,1,8
Phyllomedusa bahiana,1,7
Phyllomedusa baltea,1,7
Phyllomedusa bicolor,1,9
Phyllomedusa boliviana,1,10
Phyllomedusa burmeisteri,1,10
Phyllomedusa camba,1,5
Phyllomedusa centralis,1,3
Phyllomedusa coelestis,0,0
Phyllomedusa distincta,1,9
Phyllomedusa duellmani,1,1
Phyllomedusa ecuatoriana,1,2
Phyllomedusa hypochondrialis,1,12
Phyllomedusa iheringii,1,7
Phyllomedusa megacephala,1,7
Phyllomedusa neildi,1,7
Phyllomedusa nordestina,1,9
Phyllomedusa oreades,1,5
Phyllomedusa palliata,1,6
Phyllomedusa perinesos,1,1
Phyllomedusa rohdei,1,9
Phyllomedusa sauvagii,1,9
Phyllomedusa tarsius,1,8
Phyllomedusa tetraploidea,1,11
Phyllomedusa tomopterna,1,11
Phyllomedusa trinitatis,1,7
Phyllomedusa vaillantii,1,8
Phyllomedusa venusta,0,0
Crossodactylus aeneus,0,0
Crossodactylus bokermanni,0,0
Crossodactylus caramaschii,1,4
Crossodactylus cyclospinus,0,0
Crossodactylus dantei,0,0
Crossodactylus dispar,0,0
Crossodactylus gaudichaudii,0,0
Crossodactylus grandis,0,0
Crossodactylus lutzorum,0,0
Crossodactylus schmidti,1,13
Crossodactylus trachystomus,0,0
Hylodes amnicola,0,0
Hylodes asper,0,0
Hylodes babax,0,0
Hylodes cardosoi,0,0
Hylodes charadranaetes,0,0
Hylodes dactylocinus,1,1
Hylodes fredi,0,0
Hylodes glaber,0,0
Hylodes heyeri,0,0
Hylodes lateristrigatus,0,0
Hylodes magalhaesi,0,0
Hylodes meridionalis,1,2
Hylodes mertensi,0,0
Hylodes nasus,1,7
Hylodes ornatus,1,2
Hylodes otavioi,0,0
Hylodes perere,0,0
Hylodes perplicatus,1,2
Hylodes phyllodes,1,8
Hylodes pipilans,0,0
Hylodes regius,0,0
Hylodes sazimai,1,2
Hylodes uai,0,0
Hylodes vanzolinii,0,0
Megaelosia apuana,0,0
Megaelosia bocainensis,0,0
Megaelosia boticariana,0,0
Megaelosia goeldii,1,7
Megaelosia jordanensis,0,0
Megaelosia lutzae,0,0
Megaelosia massarti,0,0
Acanthixalus sonjae,1,1
Acanthixalus spinosus,1,3
Afrixalus aureus,0,0
Afrixalus clarkei,0,0
Afrixalus delicatus,1,3
Afrixalus dorsalis,1,8
Afrixalus dorsimaculatus,0,0
Afrixalus enseticola,0,0
Afrixalus equatorialis,0,0
Afrixalus fornasini,1,6
Afrixalus fulvovittatus,0,0
Afrixalus knysnae,1,2
Afrixalus lacteus,0,0
Afrixalus laevis,1,2
Afrixalus leucostictus,0,0
Afrixalus lindholmi,0,0
Afrixalus morerei,0,0
Afrixalus nigeriensis,0,0
Afrixalus orophilus,0,0
Afrixalus osorioi,0,0
Afrixalus paradorsalis,1,2
Afrixalus quadrivittatus,1,1
Afrixalus schneideri,0,0
Afrixalus septentrionalis,0,0
Afrixalus spinifrons,0,0
Afrixalus stuhlmanni,1,5
Afrixalus sylvaticus,0,0
Afrixalus uluguruensis,0,0
Afrixalus upembae,0,0
Afrixalus vibekensis,0,0
Afrixalus vittiger,0,0
Afrixalus weidholzi,0,0
Afrixalus wittei,0,0
Alexteroon hypsiphonus,0,0
Alexteroon jynx,0,0
Alexteroon obstetricans,1,5
Arlequinus krebsi,0,0
Callixalus pictus,0,0
Chlorolius koehleri,0,0
Chrysobatrachus cupreonitens,0,0
Cryptothylax greshoffii,1,6
Cryptothylax minutus,0,0
Heterixalus alboguttatus,1,7
Heterixalus andrakata,1,6
Heterixalus betsileo,1,7
Heterixalus boettgeri,1,7
Heterixalus carbonei,1,6
Heterixalus luteostriatus,1,6
Heterixalus madagascariensis,1,8
Heterixalus punctatus,1,6
Heterixalus rutenbergi,1,6
Heterixalus tricolor,1,7
Heterixalus variabilis,1,6
Hyperolius acuticephalus,0,0
Hyperolius acuticeps,1,3
Hyperolius acutirostris,0,0
Hyperolius ademetzi,0,0
Hyperolius adspersus,1,3
Hyperolius albofrenatus,0,0
Hyperolius alticola,1,6
Hyperolius angolensis,1,2
Hyperolius argus,1,2
Hyperolius atrigularis,0,0
Hyperolius balfouri,0,0
Hyperolius baumanni,1,1
Hyperolius benguellensis,1,3
Hyperolius bicolor,0,0
Hyperolius bobirensis,1,1
Hyperolius bolifambae,0,0
Hyperolius bopeleti,0,0
Hyperolius brachiofasciatus,0,0
Hyperolius camerunensis,0,0
Hyperolius castaneus,1,2
Hyperolius chabanaudi,0,0
Hyperolius chelaensis,1,1
Hyperolius chlorosteus,1,1
Hyperolius chrysogaster,0,0
Hyperolius cinereus,1,1
Hyperolius cinnamomeoventris,1,3
Hyperolius concolor,1,1
Hyperolius constellatus,0,0
Hyperolius cystocandicans,1,1
Hyperolius dartevellei,1,3
Hyperolius diaphanus,0,0
Hyperolius dintelmanni,0,0
Hyperolius discodactylus,1,1
Hyperolius endjami,0,0
Hyperolius fasciatus,0,0
Hyperolius ferreirai,0,0
Hyperolius ferrugineus,0,0
Hyperolius friedemanni,1,3
Hyperolius frontalis,1,2
Hyperolius fuscigula,0,0
Hyperolius fusciventris,1,1
Hyperolius ghesquieri,0,0
Hyperolius glandicolor,1,1
Hyperolius gularis,0,0
Hyperolius guttulatus,1,2
Hyperolius horstockii,1,2
Hyperolius houyi,0,0
Hyperolius howelli,1,3
Hyperolius hutsebauti,0,0
Hyperolius igbettensis,1,3
Hyperolius inornatus,0,0
Hyperolius inyangae,1,3
Hyperolius jackie,1,1
Hyperolius jacobseni,1,3
Hyperolius kachalolae,0,0
Hyperolius kibarae,0,0
Hyperolius kihangensis,0,0
Hyperolius kivuensis,1,2
Hyperolius kuligae,0,0
Hyperolius lamottei,1,3
Hyperolius langi,0,0
Hyperolius lateralis,1,2
Hyperolius laticeps,0,0
Hyperolius laurenti,1,1
Hyperolius leleupi,0,0
Hyperolius leucotaenius,0,0
Hyperolius lucani,0,0
Hyperolius lupiroensis,1,3
Hyperolius maestus,0,0
Hyperolius major,0,0
Hyperolius marginatus,0,0
Hyperolius mariae,0,0
Hyperolius marmoratus,1,6
Hyperolius minutissimus,1,1
Hyperolius mitchelli,1,1
Hyperolius molleri,1,2
Hyperolius montanus,1,1
Hyperolius mosaicus,1,1
Hyperolius nasicus,0,0
Hyperolius nasutus,1,3
Hyperolius nienokouensis,0,0
Hyperolius nimbae,0,0
Hyperolius nitidulus,1,2
Hyperolius obscurus,0,0
Hyperolius occidentalis,0,0
Hyperolius ocellatus,1,7
Hyperolius orkarkarri,0,0
Hyperolius parallelus,0,0
Hyperolius pardalis,1,2
Hyperolius parkeri,0,0
Hyperolius phantasticus,1,1
Hyperolius pickersgilli,0,0
Hyperolius picturatus,1,1
Hyperolius pictus,0,0
Hyperolius platyceps,0,0
Hyperolius polli,0,0
Hyperolius polystictus,0,0
Hyperolius poweri,1,3
Hyperolius protchei,0,0
Hyperolius pseudargus,0,0
Hyperolius puncticulatus,1,6
Hyperolius pusillus,1,1
Hyperolius pustulifer,0,0
Hyperolius pyrrhodictyon,0,0
Hyperolius quadratomaculatus,0,0
Hyperolius quinquevittatus,1,3
Hyperolius raveni,0,0
Hyperolius raymondi,0,0
Hyperolius reesi,0,0
Hyperolius rhizophilus,0,0
Hyperolius rhodesianus,0,0
Hyperolius riggenbachi,1,1
Hyperolius robustus,0,0
Hyperolius rubrovermiculatus,0,0
Hyperolius rwandae,1,3
Hyperolius sankuruensis,0,0
Hyperolius schoutedeni,0,0
Hyperolius seabrai,0,0
Hyperolius semidiscus,1,2
Hyperolius sheldricki,0,0
Hyperolius soror,0,0
Hyperolius spatzi,1,1
Hyperolius spinigularis,1,1
Hyperolius steindachneri,0,0
Hyperolius stenodactylus,0,0
Hyperolius substriatus,1,1
Hyperolius swynnertoni,0,0
Hyperolius sylvaticus,1,1
Hyperolius tanneri,1,1
Hyperolius thomensis,1,6
Hyperolius thoracotuberculatus,0,0
Hyperolius tornieri,0,0
Hyperolius torrentis,1,1
Hyperolius tuberculatus,1,1
Hyperolius tuberilinguis,1,5
Hyperolius veithi,1,1
Hyperolius vilhenai,0,0
Hyperolius viridiflavus,1,8
Hyperolius viridigulosus,0,0
Hyperolius viridis,1,3
Hyperolius watsonae,0,0
Hyperolius wermuthi,0,0
Hyperolius xenorhinus,0,0
Hyperolius zonatus,1,1
Kassina arboricola,0,0
Kassina cassinoides,0,0
Kassina cochranae,0,0
Kassina decorata,0,0
Kassina fusca,0,0
Kassina jozani,0,0
Kassina kuvangensis,0,0
Kassina lamottei,0,0
Kassina maculata,1,3
Kassina maculifer,0,0
Kassina maculosa,1,1
Kassina mertensi,0,0
Kassina schioetzi,0,0
Kassina senegalensis,1,6
Kassina somalica,0,0
Kassina wazae,0,0
Kassinula wittei,0,0
Morerella cyanophthalma,1,3
Opisthothylax immaculatus,1,5
Paracassina kounhiensis,0,0
Paracassina obscura,0,0
Phlyctimantis boulengeri,0,0
Phlyctimantis keithae,0,0
Phlyctimantis leonardi,1,4
Phlyctimantis verrucosus,1,1
Semnodactylus wealii,1,3
Tachycnemis seychellensis,1,9
Leiopelma archeyi,1,13
Leiopelma hamiltoni,1,4
Leiopelma hochstetteri,1,11
Leiopelma pakeka,1,1
Edalorhina nasuta,0,0
Edalorhina perezi,1,6
Engystomops coloradorum,1,2
Engystomops freibergi,1,4
Engystomops guayaco,1,2
Engystomops montubio,1,4
Engystomops petersi,1,7
Engystomops pustulatus,1,2
Engystomops pustulosus,1,7
Engystomops puyango,1,4
Engystomops randi,1,2
Eupemphix nattereri,1,5
Physalaemus aguirrei,0,0
Physalaemus albifrons,0,0
Physalaemus albonotatus,1,2
Physalaemus angrensis,0,0
Physalaemus atlanticus,1,2
Physalaemus barrioi,1,2
Physalaemus biligonigerus,1,2
Physalaemus bokermanni,0,0
Physalaemus caete,0,0
Physalaemus camacan,0,0
Physalaemus centralis,1,2
Physalaemus cicada,0,0
Physalaemus crombiei,1,2
Physalaemus cuqui,0,0
Physalaemus cuvieri,1,8
Physalaemus deimaticus,0,0
Physalaemus ephippifer,1,2
Physalaemus erikae,0,0
Physalaemus erythros,0,0
Physalaemus evangelistai,0,0
Physalaemus feioi,0,0
Physalaemus fernandezae,0,0
Physalaemus fischeri,0,0
Physalaemus gracilis,1,4
Physalaemus henselii,1,2
Physalaemus insperatus,0,0
Physalaemus irroratus,0,0
Physalaemus jordanensis,0,0
Physalaemus kroyeri,0,0
Physalaemus lateristriga,0,0
Physalaemus lisei,0,0
Physalaemus maculiventris,0,0
Physalaemus marmoratus,0,0
Physalaemus maximus,0,0
Physalaemus moreirae,0,0
Physalaemus nanus,0,0
Physalaemus obtectus,0,0
Physalaemus olfersii,1,2
Physalaemus orophilus,0,0
Physalaemus riograndensis,1,2
Physalaemus rupestris,0,0
Physalaemus santafecinus,0,0
Physalaemus signifer,1,2
Physalaemus soaresi,0,0
Physalaemus spiniger,1,2
Pleurodema alium,1,4
Pleurodema bibroni,1,6
Pleurodema borellii,1,4
Pleurodema brachyops,1,7
Pleurodema bufoninum,1,3
Pleurodema cinereum,1,4
Pleurodema cordobae,1,2
Pleurodema diplolister,1,6
Pleurodema fuscomaculatum,0,0
Pleurodema guayapae,1,2
Pleurodema kriegi,1,4
Pleurodema marmoratum,1,5
Pleurodema nebulosum,1,4
Pleurodema thaul,1,6
Pleurodema tucumanum,1,4
Pseudopaludicola ameghini,0,0
Pseudopaludicola boliviana,0,0
Pseudopaludicola canga,0,0
Pseudopaludicola ceratophryes,0,0
Pseudopaludicola facureae,0,0
Pseudopaludicola falcipes,1,10
Pseudopaludicola giarettai,0,0
Pseudopaludicola hyleaustralis,0,0
Pseudopaludicola llanera,0,0
Pseudopaludicola mineira,0,0
Pseudopaludicola murundu,0,0
Pseudopaludicola mystacalis,1,1
Pseudopaludicola parnaiba,0,0
Pseudopaludicola pusilla,0,0
Pseudopaludicola saltica,0,0
Pseudopaludicola ternetzi,0,0
Somuncuria somuncurensis,0,0
Adenomera ajurauna,0,0
Adenomera andreae,1,10
Adenomera araucaria,1,6
Adenomera bokermanni,0,0
Adenomera coca,0,0
Adenomera cotuba,0,0
Adenomera diptyx,1,6
Adenomera engelsi,1,6
Adenomera heyeri,1,6
Adenomera hylaedactyla,1,7
Adenomera juikitam,0,0
Adenomera lutzi,1,6
Adenomera marmorata,0,0
Adenomera martinezi,1,6
Adenomera nana,0,0
Adenomera saci,0,0
Adenomera simonstuarti,0,0
Adenomera thomei,1,6
Hydrolaetare caparu,1,6
Hydrolaetare dantasi,0,0
Hydrolaetare schmidti,0,0
Leptodactylus albilabris,1,3
Leptodactylus bolivianus,1,1
Leptodactylus bufonius,1,2
Leptodactylus caatingae,0,0
Leptodactylus camaquara,0,0
Leptodactylus chaquensis,1,2
Leptodactylus colombiensis,0,0
Leptodactylus cunicularius,0,0
Leptodactylus cupreus,0,0
Leptodactylus didymus,1,4
Leptodactylus diedrus,1,2
Leptodactylus discodactylus,1,5
Leptodactylus elenae,1,3
Leptodactylus fallax,1,3
Leptodactylus flavopictus,0,0
Leptodactylus fragilis,1,1
Leptodactylus furnarius,0,0
Leptodactylus fuscus,1,9
Leptodactylus gracilis,1,2
Leptodactylus griseigularis,1,2
Leptodactylus guianensis,0,0
Leptodactylus hallowelli,0,0
Leptodactylus hylodes,0,0
Leptodactylus insularum,1,2
Leptodactylus jolyi,0,0
Leptodactylus knudseni,1,4
Leptodactylus labrosus,0,0
Leptodactylus labyrinthicus,1,2
Leptodactylus laticeps,0,0
Leptodactylus latinasus,0,0
Leptodactylus latrans,1,3
Leptodactylus lauramiriamae,0,0
Leptodactylus leptodactyloides,1,2
Leptodactylus lithonaetes,0,0
Leptodactylus longirostris,1,5
Leptodactylus macrosternum,0,0
Leptodactylus magistris,0,0
Leptodactylus marambaiae,0,0
Leptodactylus melanonotus,1,11
Leptodactylus myersi,1,4
Leptodactylus mystaceus,1,7
Leptodactylus mystacinus,1,5
Leptodactylus natalensis,0,0
Leptodactylus nesiotus,0,0
Leptodactylus notoaktites,1,3
Leptodactylus ochraceus,0,0
Leptodactylus oreomantis,0,0
Leptodactylus paraensis,0,0
Leptodactylus pascoensis,0,0
Leptodactylus pentadactylus,1,3
Leptodactylus peritoaktites,0,0
Leptodactylus petersii,0,0
Leptodactylus plaumanni,1,1
Leptodactylus podicipinus,1,2
Leptodactylus poecilochilus,1,1
Leptodactylus pustulatus,0,0
Leptodactylus rhodomerus,0,0
Leptodactylus rhodomystax,1,6
Leptodactylus rhodonotus,1,3
Leptodactylus rhodostima,0,0
Leptodactylus riveroi,1,2
Leptodactylus rugosus,0,0
Leptodactylus sabanensis,0,0
Leptodactylus savagei,0,0
Leptodactylus sertanejo,0,0
Leptodactylus silvanimbus,1,2
Leptodactylus spixi,1,3
Leptodactylus stenodema,1,2
Leptodactylus syphax,1,1
Leptodactylus tapiti,0,0
Leptodactylus troglodytes,0,0
Leptodactylus turimiquensis,0,0
Leptodactylus validus,1,3
Leptodactylus vastus,1,2
Leptodactylus ventrimaculatus,0,0
Leptodactylus viridis,0,0
Leptodactylus wagneri,1,2
Lithodytes lineatus,1,11
Crossodactylodes bokermanni,1,5
Crossodactylodes itambe,0,0
Crossodactylodes izecksohni,1,5
Crossodactylodes pintoi,0,0
Crossodactylodes septentrionalis,0,0
Paratelmatobius cardosoi,1,2
Paratelmatobius gaigeae,1,2
Paratelmatobius lutzii,0,0
Paratelmatobius mantiqueira,1,4
Paratelmatobius pictiventris,0,0
Paratelmatobius poecilogaster,1,2
Paratelmatobius yepiranga,0,0
Rupirana cardosoi,1,8
Scythrophrys sawayae,1,5
Boophis albilabris,1,4
Boophis albipunctatus,1,1
Boophis andohahela,1,1
Boophis andrangoloaka,1,1
Boophis andreonei,1,1
Boophis anjanaharibeensis,1,1
Boophis ankaratra,1,1
Boophis arcanus,1,1
Boophis axelmeyeri,1,1
Boophis baetkei,1,1
Boophis blommersae,1,1
Boophis boehmei,1,7
Boophis bottae,1,1
Boophis brachychir,1,1
