Name,Genes,Length
Rhadinaea calligaster,0,0
Rhadinaea cuneata,0,0
Rhadinaea decorata,0,0
Rhadinaea flavilata,2,1587
Rhadinaea forbesi,0,0
Rhadinaea fulvivittis,2,1287
Rhadinaea gaigeae,0,0
Rhadinaea hesperia,0,0
Rhadinaea laureata,0,0
Rhadinaea macdougalli,0,0
Rhadinaea marcellae,0,0
Rhadinaea montana,0,0
Rhadinaea myersi,0,0
Rhadinaea omiltemana,0,0
Rhadinaea pulveriventris,0,0
Rhadinaea quinquelineata,0,0
Rhadinaea sargenti,0,0
Rhadinaea stadelmani,0,0
Rhadinaea taeniata,0,0
Rhadinaea vermiculaticeps,0,0
Rhadinella anachoreta,0,0
Rhadinella godmani,0,0
Rhadinella hannsteini,0,0
Rhadinella hempsteadae,0,0
Rhadinella kanalchutchan,0,0
Rhadinella kinkelini,0,0
Rhadinella lachrymans,0,0
Rhadinella montecristi,0,0
Rhadinella pegosalyta,0,0
Rhadinella pilonaorum,0,0
Rhadinella posadasi,0,0
Rhadinella rogerromani,0,0
Rhadinella schistosa,0,0
Rhadinella serperaster,0,0
Rhadinella tolpanorum,0,0
Rhadinophanes monticola,0,0
Sibon annulatus,0,0
Sibon anthracops,0,0
Sibon argus,0,0
Sibon carri,0,0
Sibon dimidiatus,0,0
Sibon dunni,0,0
Sibon lamari,0,0
Sibon linearis,0,0
Sibon longifrenis,0,0
Sibon manzanaresi,0,0
Sibon merendonensis,0,0
Sibon miskitus,0,0
Sibon nebulatus,9,9150
Sibon noalamina,1,522
Sibon perissostichon,0,0
Sibon sanniolus,0,0
Sibynomorphus lavillai,0,0
Sibynomorphus mikanii,6,3351
Sibynomorphus neuwiedi,2,752
Sibynomorphus oligozonatus,0,0
Sibynomorphus oneilli,0,0
Sibynomorphus petersi,0,0
Sibynomorphus turgidus,2,743
Sibynomorphus vagrans,0,0
Sibynomorphus vagus,0,0
Sibynomorphus ventrimaculatus,3,1029
Sibynomorphus williamsi,0,0
Synophis bicolor,3,1858
Synophis calamitus,6,3897
Synophis lasallei,0,0
Synophis plectovertebralis,0,0
Tantalophis discolor,2,1287
Tretanorhinus mocquardi,0,0
Tretanorhinus nigroluteus,0,0
Tretanorhinus taeniatus,0,0
Tretanorhinus variabilis,2,664
Trimetopon barbouri,0,0
Trimetopon gracile,2,671
Trimetopon pliolepis,0,0
Trimetopon simile,0,0
Trimetopon slevini,0,0
Trimetopon viquezi,0,0
Tropidodipsas annuliferus,0,0
Tropidodipsas fasciata,0,0
Tropidodipsas fischeri,0,0
Tropidodipsas philippii,0,0
Tropidodipsas repleta,0,0
Tropidodipsas sartorii,2,1287
Tropidodipsas zweifeli,0,0
Urotheca decipiens,0,0
Urotheca dumerilli,0,0
Urotheca fulviceps,0,0
Urotheca guentheri,0,0
Urotheca lateristriga,0,0
Urotheca multilineata,0,0
Urotheca myersi,0,0
Urotheca pachyura,0,0
Alsophis antiguae,2,666
Alsophis antillensis,7,3898
Alsophis danforthi,0,0
Alsophis manselli,5,3072
Alsophis rijgersmaei,6,3363
Alsophis rufiventris,6,3363
Alsophis sajdaki,4,2697
Alsophis sanctonum,0,0
Alsophis sibonius,6,3290
Amnesteophis melanauchen,0,0
Apostolepis albicollaris,3,1261
Apostolepis ambiniger,0,0
Apostolepis ammodites,0,0
Apostolepis arenaria,0,0
Apostolepis assimilis,4,1928
Apostolepis breviceps,0,0
Apostolepis cearensis,3,1217
Apostolepis cerradoensis,0,0
Apostolepis christineae,0,0
Apostolepis dimidiata,5,2626
Apostolepis dorbignyi,0,0
Apostolepis flavotorquata,4,2162
Apostolepis gaboi,0,0
Apostolepis goiasensis,0,0
Apostolepis intermedia,0,0
Apostolepis longicaudata,0,0
Apostolepis multicincta,0,0
Apostolepis nelsonjorgei,0,0
Apostolepis niceforoi,0,0
Apostolepis nigrolineata,0,0
Apostolepis nigroterminata,0,0
Apostolepis parassimilis,0,0
Apostolepis phillipsae,0,0
Apostolepis polylepis,0,0
Apostolepis pymi,0,0
Apostolepis quirogai,0,0
Apostolepis serrana,0,0
Apostolepis striata,0,0
Apostolepis tenuis,0,0
Apostolepis vittata,0,0
Arrhyton ainictum,0,0
Arrhyton dolichura,6,3364
Arrhyton procerum,6,3265
Arrhyton redimitum,0,0
Arrhyton supernum,6,3365
Arrhyton taeniatum,6,3366
Arrhyton tanyplectum,6,3364
Arrhyton vittatum,6,3362
Boiruna maculata,5,2920
Boiruna sertaneja,0,0
Borikenophis portoricensis,8,5065
Borikenophis sanctaecrucis,0,0
Borikenophis variegatus,6,3364
Caaeteboia amarali,4,1900
Calamodontophis paucidens,3,1245
Calamodontophis ronaldoi,0,0
Caraiba andreae,6,3360
Cercophis auratus,0,0
Clelia clelia,2,661
Clelia equatoriana,0,0
Clelia errabunda,0,0
Clelia hussami,0,0
Clelia langeri,0,0
Clelia plumbea,0,0
Clelia scytalina,0,0
Conophis lineatus,5,2347
Conophis morai,0,0
Conophis vittatus,2,1587
Coronelaps lepidus,0,0
Crisantophis nevermanni,2,673
Cubophis cantherigerus,11,6274
Cubophis caymanus,6,3364
Cubophis fuscicauda,5,2623
Cubophis ruttyi,5,2632
Cubophis vudii,7,3709
Ditaxodon taeniatus,0,0
Drepanoides anomalus,4,2343
Echinanthera amoena,0,0
Echinanthera cephalomaculata,0,0
Echinanthera cephalostriata,0,0
Echinanthera cyanopleura,0,0
Echinanthera melanostigma,3,1341
Echinanthera undulata,5,2841
Elapomorphus quinquelineatus,5,2569
Elapomorphus spegazzinii,0,0
Elapomorphus wuchereri,0,0
Erythrolamprus aesculapii,5,2976
Erythrolamprus albertguentheri,0,0
Erythrolamprus almadensis,3,1245
Erythrolamprus andinus,0,0
Erythrolamprus atraventer,3,1242
Erythrolamprus bizona,0,0
Erythrolamprus breviceps,2,657
Erythrolamprus carajasensis,0,0
Erythrolamprus ceii,3,1242
Erythrolamprus cobella,0,0
Erythrolamprus cursor,2,676
Erythrolamprus dorsocorallinus,0,0
Erythrolamprus epinephelus,2,664
Erythrolamprus festae,0,0
Erythrolamprus frenatus,0,0
Erythrolamprus guentheri,0,0
Erythrolamprus ingeri,0,0
Erythrolamprus jaegeri,3,1246
Erythrolamprus janaleeae,0,0
Erythrolamprus juliae,2,656
Erythrolamprus longiventris,0,0
Erythrolamprus maryellenae,0,0
Erythrolamprus melanotus,0,0
Erythrolamprus mertensi,0,0
Erythrolamprus miliaris,5,2506
Erythrolamprus mimus,2,664
Erythrolamprus mossoroensis,0,0
Erythrolamprus ocellatus,0,0
Erythrolamprus ornatus,0,0
Erythrolamprus perfuscus,0,0
Erythrolamprus poecilogyrus,2,751
Erythrolamprus problematicus,0,0
Erythrolamprus pseudocorallus,0,0
Erythrolamprus pyburni,0,0
Erythrolamprus pygmaeus,2,660
Erythrolamprus reginae,3,1138
Erythrolamprus sagittifer,0,0
Erythrolamprus semiaureus,0,0
Erythrolamprus subocularis,0,0
Erythrolamprus taeniogaster,0,0
Erythrolamprus taeniurus,0,0
Erythrolamprus torrenicola,0,0
Erythrolamprus trebbaui,0,0
Erythrolamprus triscalis,0,0
Erythrolamprus typhlus,3,1242
Erythrolamprus viridis,0,0
Erythrolamprus vitti,0,0
Erythrolamprus williamsi,0,0
Eutrachelophis bassleri,0,0
Eutrachelophis steinbachi,0,0
Gomesophis brasiliensis,2,756
Haitiophis anomalus,2,1035
Helicops angulatus,7,4031
Helicops apiaka,0,0
Helicops carinicaudus,2,827
Helicops danieli,0,0
Helicops gomesi,3,1256
Helicops hagmanni,3,1247
Helicops infrataeniatus,4,1922
Helicops leopardinus,0,0
Helicops modestus,0,0
Helicops pastazae,0,0
Helicops petersi,0,0
Helicops polylepis,0,0
Helicops scalaris,0,0
Helicops tapajonicus,0,0
Helicops trivittatus,0,0
Helicops yacu,0,0
Hydrodynastes bicinctus,4,2268
Hydrodynastes gigas,5,2580
Hydrodynastes melanogigas,0,0
Hydrops caesurus,0,0
Hydrops martii,0,0
Hydrops triangularis,5,3010
Hypsirhynchus ater,0,0
Hypsirhynchus callilaemus,6,3356
Hypsirhynchus ferox,7,3918
Hypsirhynchus funereus,6,3361
Hypsirhynchus melanichnus,0,0
Hypsirhynchus parvifrons,7,4021
Hypsirhynchus polylepis,6,3361
Hypsirhynchus scalaris,6,3351
Ialtris agyrtes,0,0
Ialtris dorsalis,6,3355
Ialtris haetianus,6,3343
Ialtris parishi,0,0
Lioheterophis iheringi,0,0
Lygophis anomalus,2,755
Lygophis dilepis,0,0
Lygophis elegantissimus,3,1248
Lygophis flavifrenatus,2,747
Lygophis lineatus,4,2499
Lygophis meridionalis,3,1243
Lygophis paucidens,2,826
Lygophis vanzolinii,0,0
Magliophis exiguum,7,4340
Magliophis stahli,4,2625
Manolepis putnami,5,2373
Mussurana bicolor,3,1248
Mussurana montana,0,0
Mussurana quimi,0,0
Oxyrhopus clathratus,3,1244
Oxyrhopus doliatus,0,0
Oxyrhopus erdisii,0,0
Oxyrhopus fitzingeri,0,0
Oxyrhopus formosus,2,656
Oxyrhopus guibei,6,3409
Oxyrhopus leucomelas,0,0
Oxyrhopus marcapatae,0,0
Oxyrhopus melanogenys,3,1158
Oxyrhopus occipitalis,0,0
Oxyrhopus petolarius,5,2531
Oxyrhopus rhombifer,3,1246
Oxyrhopus trigeminus,3,1348
Oxyrhopus vanidicus,0,0
Paraphimophis rusticus,3,1583
Phalotris bilineatus,3,1476
Phalotris concolor,0,0
Phalotris cuyanus,0,0
Phalotris labiomaculatus,0,0
Phalotris lativittatus,3,1249
Phalotris lemniscatus,5,2595
Phalotris matogrossensis,0,0
Phalotris mertensi,2,751
Phalotris multipunctatus,0,0
Phalotris nasutus,4,2345
Phalotris nigrilatus,0,0
Phalotris punctatus,0,0
Phalotris reticulatus,0,0
Phalotris sansebastiani,0,0
Phalotris tricolor,0,0
Philodryas aestiva,3,1250
Philodryas agassizii,4,2275
Philodryas amaru,0,0
Philodryas argentea,5,2525
Philodryas arnaldoi,0,0
Philodryas baroni,3,968
Philodryas chamissonis,0,0
Philodryas cordata,0,0
Philodryas georgeboulengeri,2,1587
Philodryas laticeps,0,0
Philodryas livida,0,0
Philodryas mattogrossensis,3,1252
Philodryas nattereri,4,1553
Philodryas olfersii,5,2486
Philodryas patagoniensis,4,1643
Philodryas psammophidea,2,669
Philodryas simonsii,0,0
Philodryas tachymenoides,0,0
Philodryas trilineata,0,0
Philodryas varia,0,0
Philodryas viridissima,3,974
Phimophis guerini,3,1246
Phimophis guianensis,0,0
Phimophis vittatus,0,0
Pseudalsophis biserialis,0,0
Pseudalsophis dorsalis,4,1862
Pseudalsophis elegans,5,2315
Pseudalsophis hoodensis,0,0
Pseudalsophis slevini,0,0
Pseudalsophis steindachneri,0,0
Pseudoboa coronata,3,1247
Pseudoboa haasi,0,0
Pseudoboa martinsi,0,0
Pseudoboa neuwiedii,4,2246
Pseudoboa nigra,5,2686
Pseudoboa serrana,0,0
Pseudoeryx plicatilis,4,2292
Pseudoeryx relictualis,0,0
Pseudotomodon trigonatus,3,1248
Psomophis genimaculatus,3,1256
Psomophis joberti,5,2864
Psomophis obtusus,2,765
Ptychophis flavovirgatus,3,1249
Rhachidelus brazili,4,1968
Rodriguesophis chui,0,0
Rodriguesophis iglesiasi,4,2306
Rodriguesophis scriptorcibatus,0,0
Saphenophis antioquiensis,0,0
Saphenophis atahuallpae,0,0
Saphenophis boursieri,0,0
Saphenophis sneiderni,0,0
Saphenophis tristriatus,0,0
Siphlophis ayauma,0,0
Siphlophis cervinus,4,2219
Siphlophis compressus,3,1172
Siphlophis leucocephalus,0,0
Siphlophis longicaudatus,3,1249
Siphlophis pulcher,5,2616
Siphlophis worontzowi,0,0
Sordellina punctata,5,2319
Tachymenis affinis,0,0
Tachymenis attenuata,0,0
Tachymenis chilensis,0,0
Tachymenis elongata,0,0
Tachymenis peruviana,4,1910
Tachymenis tarmensis,0,0
Taeniophallus affinis,5,2906
Taeniophallus bilineatus,0,0
Taeniophallus brevirostris,5,2644
Taeniophallus nebularis,0,0
Taeniophallus nicagus,3,1226
Taeniophallus occipitalis,0,0
Taeniophallus persimilis,0,0
Taeniophallus poecilopogon,0,0
Taeniophallus quadriocellatus,0,0
Thalesius viridis,0,0
Thamnodynastes almae,0,0
Thamnodynastes ceibae,0,0
Thamnodynastes chaquensis,0,0
Thamnodynastes chimanta,0,0
Thamnodynastes corocoroensis,0,0
Thamnodynastes dixoni,0,0
Thamnodynastes duida,0,0
Thamnodynastes gambotensis,0,0
Thamnodynastes hypoconia,1,335
Thamnodynastes lanei,2,753
Thamnodynastes longicaudus,0,0
Thamnodynastes marahuaquensis,0,0
Thamnodynastes pallidus,2,661
Thamnodynastes paraguanae,0,0
Thamnodynastes ramonriveroi,0,0
Thamnodynastes rutilus,3,1244
Thamnodynastes sertanejo,0,0
Thamnodynastes strigatus,4,2076
Thamnodynastes yavi,0,0
Tomodon dorsatum,5,3001
Tomodon ocellatus,0,0
Tomodon orestes,0,0
Tropidodryas serra,3,1433
Tropidodryas striaticeps,4,1726
Uromacer catesbyi,6,3356
Uromacer frenatus,6,3360
Uromacer oxyrhynchus,6,3360
Uromacerina ricardinii,0,0
Xenodon dorbignyi,3,1155
Xenodon guentheri,2,756
Xenodon histricus,5,2509
Xenodon matogrossensis,2,754
Xenodon merremi,5,2492
Xenodon nattereri,2,755
Xenodon neuwiedii,3,1061
Xenodon pulcher,2,755
Xenodon rabdocephalus,0,0
Xenodon semicinctus,3,1690
Xenodon severus,4,2165
Xenopholis scalaris,4,2228
Xenopholis undulatus,3,1044
Xenopholis werdingorum,0,0
Grayia caesar,0,0
Grayia ornata,10,5349
Grayia smithii,2,1587
Grayia tholloni,3,2292
Adelophis copei,0,0
Adelophis foxi,7,5430
Afronatrix anoscopus,10,7759
Amphiesma stolatum,11,7985
Amphiesmoides ornaticeps,0,0
Anoplohydrus aemulans,0,0
Aspidura brachyorrhos,0,0
Aspidura ceylonensis,6,3464
Aspidura copei,0,0
Aspidura deraniyagalae,0,0
Aspidura drummondhayi,6,3999
Aspidura guentheri,6,4030
Aspidura trachyprocta,6,4019
Atretium schistosum,5,3081
Atretium yunnanensis,6,4704
Balanophis ceylonensis,6,3997
Clonophis kirtlandii,7,5261
Hebius andreae,0,0
Hebius arquus,0,0
Hebius atemporale,4,3045
Hebius beddomei,0,0
Hebius bitaeniatum,4,3081
Hebius boulengeri,4,3012
Hebius celebicum,0,0
Hebius concelarum,0,0
Hebius craspedogaster,6,4632
Hebius deschauenseei,4,3051
Hebius flavifrons,0,0
Hebius frenatum,0,0
Hebius groundwateri,0,0
Hebius inas,0,0
Hebius ishigakiense,0,0
Hebius johannis,4,3000
Hebius kerinciense,0,0
Hebius khasiense,4,3036
Hebius leucomystax,0,0
Hebius metusium,4,3099
Hebius miyajimae,0,0
Hebius modestum,4,3087
Hebius monticola,0,0
Hebius nicobariense,0,0
Hebius octolineatum,3,2097
Hebius optatum,4,3054
Hebius parallelum,4,3081
Hebius pealii,0,0
Hebius petersii,0,0
Hebius popei,4,2976
Hebius pryeri,0,0
Hebius sanguineum,0,0
Hebius sarasinorum,0,0
Hebius sarawacense,0,0
Hebius sauteri,6,4982
Hebius taronense,0,0
Hebius venningi,4,3078
Hebius vibakari,10,9447
Hebius viperinum,0,0
Hebius xenura,0,0
Helophis schoutedeni,0,0
Herpetoreas burbrinki,4,3078
Herpetoreas platyceps,4,3033
Herpetoreas sieboldii,0,0
Hologerrhum dermali,0,0
Hologerrhum philippinum,0,0
Hydrablabes periops,0,0
Hydrablabes praefrontalis,0,0
Hydraethiops laevis,0,0
Hydraethiops melanogaster,0,0
Iguanognathus werneri,0,0
Limnophis bangweolicus,0,0
Limnophis bicolor,0,0
Lycognathophis seychellensis,2,1278
Macropisthodon flaviceps,0,0
Macropisthodon plumbicolor,0,0
Macropisthodon rhodomelas,0,0
Macropisthodon rudis,6,4782
Natriciteres bipostocularis,0,0
Natriciteres fuliginoides,0,0
Natriciteres olivacea,4,2318
Natriciteres sylvatica,0,0
Natriciteres variegata,0,0
Natrix maura,6,5123
Natrix natrix,14,9800
Natrix tessellata,6,4859
Nerodia clarkii,5,3360
Nerodia cyclopion,8,5561
Nerodia erythrogaster,10,7235
Nerodia fasciata,9,6846
Nerodia floridana,7,5278
Nerodia harteri,3,2850
Nerodia paucimaculata,1,918
Nerodia rhombifer,10,6868
Nerodia sipedon,10,8805
Nerodia taxispilota,9,6549
Opisthotropis alcalai,0,0
Opisthotropis andersonii,0,0
Opisthotropis atra,0,0
Opisthotropis balteata,0,0
Opisthotropis boonsongi,0,0
Opisthotropis cheni,6,4749
Opisthotropis cucae,0,0
Opisthotropis daovantieni,0,0
Opisthotropis durandi,0,0
Opisthotropis guangxiensis,4,3264
Opisthotropis jacobi,0,0
Opisthotropis kikuzatoi,0,0
Opisthotropis kuatunensis,0,0
Opisthotropis lateralis,4,3264
Opisthotropis latouchii,3,2259
Opisthotropis laui,0,0
Opisthotropis maculosa,0,0
Opisthotropis maxwelli,0,0
Opisthotropis rugosa,0,0
Opisthotropis spenceri,0,0
Opisthotropis tamdaoensis,0,0
Opisthotropis typica,0,0
Parahelicops annamensis,0,0
Pararhabdophis chapaensis,0,0
Paratapinophis praemaxillaris,0,0
Regina alleni,7,5279
Regina grahamii,8,6161
Regina rigida,8,5845
Regina septemvittata,7,5283
Rhabdophis adleri,2,1578
Rhabdophis akraios,0,0
Rhabdophis angeli,0,0
Rhabdophis auriculata,0,0
Rhabdophis barbouri,0,0
Rhabdophis callichroma,0,0
Rhabdophis callistus,0,0
Rhabdophis chrysargoides,0,0
Rhabdophis chrysargos,1,315
Rhabdophis conspicillatus,0,0
Rhabdophis guangdongensis,2,1647
Rhabdophis himalayanus,2,1608
Rhabdophis leonardi,2,1623
Rhabdophis lineatus,0,0
Rhabdophis murudensis,0,0
Rhabdophis nigrocinctus,2,1578
Rhabdophis nuchalis,7,5677
Rhabdophis spilogaster,0,0
Rhabdophis subminiatus,8,5189
Rhabdophis swinhonis,2,1572
Rhabdophis tigrinus,8,6213
Seminatrix pygaea,8,5633
Sinonatrix aequifasciata,5,3915
Sinonatrix annularis,7,5186
Sinonatrix percarinata,6,4926
Sinonatrix yunnanensis,6,2984
Storeria dekayi,11,7876
Storeria hidalgoensis,0,0
Storeria occipitomaculata,7,5377
Storeria storerioides,5,2850
Thamnophis angustirostris,0,0
Thamnophis atratus,7,5430
Thamnophis bogerti,3,1791
Thamnophis brachystoma,7,5430
Thamnophis butleri,8,6348
Thamnophis chrysocephalus,8,5916
Thamnophis conanti,3,1791
Thamnophis couchii,8,6343
Thamnophis cyrtopsis,9,6818
Thamnophis elegans,9,6744
Thamnophis eques,7,5313
Thamnophis exsul,4,3687
Thamnophis fulvus,7,5418
Thamnophis gigas,4,3642
Thamnophis godmani,5,4251
Thamnophis hammondii,7,5328
Thamnophis lineri,3,1791
Thamnophis marcianus,11,8679
Thamnophis melanogaster,8,5916
Thamnophis mendax,2,1527
Thamnophis nigronuchalis,7,5346
Thamnophis ordinoides,8,6341
Thamnophis postremus,0,0
Thamnophis proximus,8,6348
Thamnophis pulchrilatus,7,5325
Thamnophis radix,8,6334
Thamnophis rossmani,0,0
Thamnophis rufipunctatus,6,4800
Thamnophis sauritus,7,5328
Thamnophis scalaris,7,5430
Thamnophis scaliger,7,5328
Thamnophis sirtalis,10,6718
Thamnophis sumichrasti,7,5430
Thamnophis valida,7,5349
Trachischium fuscum,0,0
Trachischium guentheri,0,0
Trachischium laeve,0,0
Trachischium monticola,5,3312
Trachischium tenuiceps,0,0
Tropidoclonion lineatum,8,6344
Tropidonophis aenigmaticus,0,0
Tropidonophis dahlii,0,0
Tropidonophis dendrophiops,0,0
Tropidonophis dolasii,0,0
Tropidonophis doriae,0,0
Tropidonophis elongatus,0,0
Tropidonophis halmahericus,0,0
Tropidonophis hypomelas,0,0
Tropidonophis mairii,0,0
Tropidonophis mcdowelli,0,0
Tropidonophis montanus,0,0
Tropidonophis multiscutellatus,0,0
Tropidonophis negrosensis,0,0
Tropidonophis novaeguineae,0,0
Tropidonophis parkeri,0,0
Tropidonophis picturatus,0,0
Tropidonophis punctiventris,0,0
Tropidonophis statistictus,0,0
Tropidonophis truncatus,0,0
Virginia striatula,7,5280
Virginia valeriae,9,5284
Xenochrophis asperrimus,5,3379
Xenochrophis bellula,0,0
Xenochrophis cerasogaster,0,0
Xenochrophis flavipunctatus,10,5659
Xenochrophis maculatus,0,0
Xenochrophis melanzostus,0,0
Xenochrophis piscator,8,5350
Xenochrophis punctulatus,5,4251
Xenochrophis sanctijohannis,0,0
Xenochrophis schnurrenbergeri,3,1764
Xenochrophis trianguligerus,0,0
Xenochrophis tytleri,0,0
Xenochrophis vittatus,4,2903
Plagiopholis blakewayi,0,0
Plagiopholis delacouri,0,0
Plagiopholis nuchalis,0,0
Plagiopholis styani,2,1587
Plagiopholis unipostocularis,0,0
Pseudoxenodon bambusicola,9,4676
Pseudoxenodon baramensis,0,0
Pseudoxenodon inornatus,0,0
Pseudoxenodon karlschmidti,5,2932
Pseudoxenodon macrops,4,2108
Pseudoxenodon stejnegeri,0,0
Scaphiodontophis annulatus,3,3225
Scaphiodontophis venustissimus,0,0
Sibynophis bistrigatus,4,2991
Sibynophis bivittatus,0,0
Sibynophis chinensis,9,8983
Sibynophis collaris,9,9315
Sibynophis geminatus,0,0
Sibynophis melanocephalus,0,0
Sibynophis sagittarius,0,0
Sibynophis subpunctatus,6,3798
Sibynophis triangularis,4,2991
Anomochilus leonardi,2,807
Anomochilus monticola,0,0
Anomochilus weberi,0,0
Cylindrophis aruensis,0,0
Cylindrophis boulengeri,0,0
Cylindrophis engkariensis,0,0
Cylindrophis isolepis,0,0
Cylindrophis lineatus,0,0
Cylindrophis maculatus,6,3985
Cylindrophis melanotus,0,0
Cylindrophis opisthorhodus,0,0
Cylindrophis ruffus,13,13922
Cylindrophis yamdena,0,0
Acanthophis antarcticus,2,1668
Acanthophis hawkei,0,0
Acanthophis laevis,0,0
Acanthophis praelongus,6,4733
Acanthophis pyrrhus,2,1317
Acanthophis rugosus,2,1317
Acanthophis wellsi,2,1317
Aipysurus apraefrontalis,5,3697
Aipysurus duboisii,6,4681
Aipysurus eydouxii,6,4567
Aipysurus foliosquama,1,900
Aipysurus fuscus,5,4096
Aipysurus laevis,7,5667
Aipysurus mosaicus,3,2189
Aipysurus tenuis,0,0
Aspidelaps lubricus,1,993
Aspidelaps scutatus,7,5282
Aspidomorphus lineaticollis,6,4699
Aspidomorphus muelleri,6,4796
Aspidomorphus schlegelii,6,4731
Austrelaps labialis,6,4725
Austrelaps ramsayi,0,0
Austrelaps superbus,6,4564
Brachyurophis approximans,2,1412
Brachyurophis australis,5,4109
Brachyurophis fasciolatus,0,0
Brachyurophis incinctus,2,1409
Brachyurophis morrisi,1,497
Brachyurophis roperi,2,1412
Brachyurophis semifasciatus,6,4803
Bungarus andamanensis,0,0
Bungarus bungaroides,2,1188
Bungarus caeruleus,2,1683
Bungarus candidus,5,4658
Bungarus ceylonicus,6,4070
Bungarus fasciatus,14,11769
Bungarus flaviceps,2,1716
Bungarus lividus,0,0
Bungarus magnimaculatus,0,0
Bungarus multicinctus,8,7705
Bungarus niger,2,1716
Bungarus sindanus,2,1716
Bungarus slowinskii,2,1431
Cacophis churchilli,0,0
Cacophis harriettae,0,0
Cacophis krefftii,1,462
Cacophis squamulosus,6,4786
Calliophis beddomei,0,0
Calliophis bibroni,0,0
Calliophis castoe,1,660
Calliophis gracilis,0,0
Calliophis haematoetron,0,0
Calliophis maculiceps,0,0
Calliophis melanurus,6,4100
Calliophis nigrescens,1,660
Calliophis bivirgata,6,4620
Calliophis intestinalis,0,0
Cryptophis boschmai,0,0
Cryptophis incredibilis,0,0
Cryptophis nigrescens,6,4748
Cryptophis nigrostriatus,0,0
Cryptophis pallidiceps,0,0
Demansia angusticeps,0,0
Demansia calodera,0,0
Demansia flagellatio,0,0
Demansia olivacea,0,0
Demansia papuensis,6,4786
Demansia psammophis,6,4277
Demansia quaesitor,0,0
Demansia rimicola,0,0
Demansia rufescens,0,0
Demansia shinei,0,0
Demansia simplex,0,0
Demansia torquata,0,0
Demansia vestigiata,8,6761
Dendroaspis angusticeps,11,6561
Dendroaspis jamesoni,0,0
Dendroaspis polylepis,5,4245
Dendroaspis viridis,0,0
Denisonia devisi,6,4760
Denisonia maculata,0,0
Drysdalia coronoides,6,4782
Drysdalia mastersii,6,4579
Drysdalia rhodogaster,2,1320
Echiopsis curta,6,4786
Elapognathus coronatus,8,6723
Elapognathus minor,0,0
Elapsoidea boulengeri,0,0
Elapsoidea broadleyi,0,0
Elapsoidea chelazziorum,0,0
Elapsoidea guentherii,0,0
Elapsoidea laticincta,0,0
Elapsoidea loveridgei,0,0
Elapsoidea nigra,6,4784
Elapsoidea semiannulata,11,6482
Elapsoidea sundevallii,3,2103
Elapsoidea trapei,0,0
Emydocephalus annulatus,7,5555
Emydocephalus ijimae,0,0
Emydocephalus szczerbaki,0,0
Ephalophis greyae,6,4681
Furina barnardi,0,0
Furina diadema,6,4789
Furina dunmalli,0,0
Furina ornata,6,4605
Furina tristis,0,0
Hemachatus haemachatus,2,1532
Hemiaspis damelii,7,5235
Hemiaspis signata,6,4919
Hemibungarus calligaster,3,1899
Hoplocephalus bitorquatus,6,4777
Hoplocephalus bungaroides,1,690
Hoplocephalus stephensii,0,0
Hydrelaps darwiniensis,7,5662
Hydrophis atriceps,5,3714
Hydrophis belcheri,5,3765
Hydrophis bituberculatus,0,0
Hydrophis brookii,5,4080
Hydrophis caerulescens,5,3721
Hydrophis cantoris,0,0
Hydrophis coggeri,5,3708
Hydrophis curtus,7,5497
Hydrophis cyanocinctus,5,4002
Hydrophis czeblukovi,2,1494
Hydrophis donaldi,5,3503
Hydrophis elegans,5,4080
Hydrophis fasciatus,5,3568
Hydrophis gracilis,5,3639
Hydrophis hardwickii,0,0
Hydrophis hendersoni,0,0
Hydrophis inornatus,0,0
Hydrophis jerdonii,4,3004
Hydrophis kingii,5,4098
Hydrophis klossi,0,0
Hydrophis laboutei,0,0
Hydrophis lamberti,5,3869
Hydrophis lapemoides,5,3712
Hydrophis macdowelli,5,4080
Hydrophis major,6,4554
Hydrophis mamillaris,0,0
Hydrophis melanocephalus,2,1367
Hydrophis melanosoma,0,0
Hydrophis nigrocinctus,0,0
Hydrophis obscurus,4,3083
Hydrophis ornatus,5,4119
Hydrophis pachycercos,5,3732
Hydrophis pacificus,5,4077
Hydrophis parviceps,5,3380
Hydrophis peronii,6,4548
Hydrophis platurus,5,4116
Hydrophis schistosus,5,4060
Hydrophis semperi,2,1531
Hydrophis sibauensis,0,0
Hydrophis spiralis,5,3566
Hydrophis stokesii,6,4644
Hydrophis stricticollis,5,3518
Hydrophis torquatus,0,0
Hydrophis viperinus,5,3729
Hydrophis vorisi,0,0
Hydrophis zweifeli,5,3821
Kolpophis annandalei,0,0
Laticauda colubrina,15,10681
Laticauda crockeri,0,0
Laticauda frontalis,5,3621
Laticauda guineai,1,654
Laticauda laticaudata,7,4820
Laticauda saintgironsi,1,654
Laticauda schistorhynchus,0,0
Laticauda semifasciata,1,993
Loveridgelaps elapoides,0,0
Micropechis ikaheka,6,4972
Micruroides euryxanthus,5,3027
Micrurus albicinctus,1,666
Micrurus alleni,0,0
Micrurus altirostris,2,1194
Micrurus ancoralis,0,0
Micrurus annellatus,0,0
Micrurus averyi,0,0
Micrurus baliocoryphus,1,666
Micrurus bernadi,0,0
Micrurus bocourti,0,0
Micrurus bogerti,0,0
Micrurus brasiliensis,1,666
Micrurus browni,0,0
Micrurus camilae,0,0
Micrurus catamayensis,0,0
Micrurus circinalis,0,0
Micrurus clarki,0,0
Micrurus collaris,0,0
